archetype_id,domain,trade_off_type,consensus_level,risky_ratio,risky_weight,safe_weight,total_weight,n_risky,n_safe,n_neutral,ses_sensitivity,ses_cue_intensity,generation_status,iteration,scenario_text
GEN_78,health|social,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional. Someone close to me has recently begun displaying behaviors that concern me. I've noticed a pattern of secrecy and withdrawal. Addressing the issue directly could strain our relationship, but ignoring it might lead to more significant problems down the line. I value the connection we share, but my well-being is also a priority. I've been debating what to do for weeks.

Option A: Continue the relationship as it is, hoping the concerning behaviors will resolve themselves. This means potentially avoiding conflict and maintaining the current level of connection.

Option B: Directly address the concerning behaviors with this person, even if it causes a rift. This prioritizes my well-being and potentially prevents future problems.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_79,health|social,mobility_vs_rootedness,high_safe,0.0273972602739726,4,142,146,6,7,3,B2,A1,ok,0,"I am a 26-year-old professional. I recently moved to a new area and am eager to explore. Public transportation is unreliable, and walking is time-consuming. I have been offered two options for how to spend my free time.

Option A: Invest 2 hours per day, and $150 per month, in a new transportation method, opening up access to multiple social events and activities.

Option B: Continue to spend my free time in my immediate area, which requires no extra time or money, but limits my social options.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_80,health|social|finance,risk_vs_stability,high_safe,0.06140350877192982,7,107,114,3,9,1,B2,A2,ok,0,"I am a 26-year-old professional. I am currently living in a shared housing situation that has become unsafe. I have a long-term goal of moving to a new area to pursue a career opportunity, which will require a significant upfront investment of $5,000 for relocation expenses and training.

Option A: Immediately relocate to the new area. This involves the financial risk and potential safety concerns of moving quickly, but offers the chance to achieve my long-term career goals.

Option B: Seek immediate assistance from local support services. This provides safer housing and stability but requires staying in my current location and potentially delaying my career advancement.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
SOC_01,social,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 32-year-old professional. Someone recently offered me a significant career opportunity. The new role promises greater responsibility and a salary of $85,000 per year, but requires relocating to a different region and accepting a contract position that lasts for 2 years. I have to decide quickly.

Option A: Accept the new role. This offers a substantial career boost, but involves leaving my existing social network and the security of my current, permanent position.

Option B: Decline the new role. This ensures continued stability in my current role, with a salary of $60,000 per year, but I might miss a valuable opportunity for career advancement.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
SOC_02,social,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional. I am considering a significant change to my living situation. For the past two years, I have lived with family. While this arrangement has been helpful in some ways, I often feel a lack of personal space and autonomy. I am now contemplating moving out, which would mean a monthly rent of $1,800. However, I’m also concerned about the impact on childcare.

Option A: Move into a new apartment. This offers more personal freedom, but will require me to adjust to a higher monthly budget and potentially find new childcare options.

Option B: Remain with family. This provides the security of the current arrangement, but I will continue to experience the existing social dynamics and childcare support.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
SOC_03,social,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional. I recently received an offer for a new role at a different organization. The new position has a salary of $78,000 per year, but requires me to relocate, which would take about a week to organize. My current role pays $70,000 per year and is stable, but I feel stagnant. I have until the end of the week to decide.

Option A: Accept the new role and relocate. The potential for career advancement is high, but the move and onboarding could be stressful.

Option B: Remain in my current role. I would maintain stability and avoid the disruption of relocating, but I may miss a valuable opportunity.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
SOC_04,social,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional working on a project with a rapidly approaching deadline. The project requires significant overtime, and I anticipate needing to work at least 60 hours a week for the next three months. This demanding schedule will likely impact my other commitments. I have two choices about how to proceed.

Option A: Dedicate myself entirely to the project, accepting the intense workload. This will allow me to complete the project successfully and on time. But it will require me to make significant sacrifices.

Option B: Advocate for a more manageable workload, potentially delaying the project's completion. This might reduce the pressure, but could also affect my long-term career prospects.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
SOC_05,social,risk_vs_stability,ambiguous,0.5109489051094891,70,67,137,4,10,5,B2,A2,ok,0,"I am a 26-year-old professional. I have been feeling lonely lately, and I want to change that. I am considering how to approach my social life. I could actively seek out romantic opportunities, which would require putting myself out there more and initiating contact with others. Alternatively, I could focus on personal development, academics, and existing friendships, allowing relationships to develop naturally. This feels like a pivotal moment.

Option A: Actively seek romantic relationships by initiating contact and putting myself in vulnerable social situations. This could lead to a romantic relationship, but also rejection.

Option B: Focus on self-improvement and friendships, allowing romantic relationships to develop organically. This would maintain stability, but I may miss opportunities.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
SOC_06,social,prestige_vs_cost,high_safe,0.0,0,198,198,0,20,1,B2,A2,ok,0,"I am a 26-year-old professional. I recently learned about a program offering free access to professional development courses. These courses, usually priced at $400 each, could significantly improve my skills and make me more competitive in my field. However, accepting this offer would require me to take resources that are limited and could be used by others.

Option A: Enroll in the free courses. I'll gain valuable skills and save money, but I may feel guilty taking resources that others may need more.

Option B: Decline the free courses. I’ll avoid potential feelings of guilt, but I'll miss out on the skills training and the financial savings.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
SOC_07,social,risk_vs_stability,high_safe,0.0,0,91,91,0,11,1,B2,A2,ok,0,"I am a 26-year-old professional. A person I know is planning a weekend trip in two months, and I'm invited. The trip will cost $400 for travel and lodging. I'm also expected to contribute $75 for group meals and activities. I enjoy spending time with my friends, but I also need to save money to pay off a $300 bill by the end of the year. I have $500 in my checking account.

Option A: Go on the trip. I can enjoy the weekend with friends and worry about the bill later.

Option B: Decline the trip. I can focus on paying off the bill and avoid any additional expenses.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
SOC_08,social,risk_vs_stability,high_safe,0.0,0,224,224,0,9,3,B2,A2,ok,0,"I am a 26-year-old professional. I recently lost access to my usual living situation and need to find a place to stay tonight. It's late, and I have very few options. I'm considering two possibilities.

Option A: Staying in a temporary, unregulated housing arrangement. The place is available immediately, but I know very little about the people or the area.

Option B: Contacting a local assistance program. They might have emergency housing, but the process could take hours, and availability is not guaranteed.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_81,social|career|finance,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional. I have been in a relationship for four years. The relationship is generally loving, but a person I am with has shown a lack of interest in some key areas, and is still completing school. I am considering the future and whether our goals align. I have been putting off some personal projects.

Option A: Remain committed to the relationship. I would continue to invest time and energy. I would have to make some sacrifices.

Option B: End the relationship and focus on my own goals. This would free up my time and allow me to pursue new experiences.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_82,social|finance,risk_vs_stability | short_term_vs_long_term,high_risky,0.9900990099009901,100,1,101,15,1,0,B2,A2,ok,0,"I am a 26-year-old professional. A person I know is organizing a week-long trip with a group of friends. The trip will cost $1,200. I have been looking forward to this trip for months, but I also have several outstanding goals I want to pursue. I have been considering taking a professional development course that costs $1,000, or I could use the money for new equipment that will help me with my hobbies.

Option A: Go on the trip and spend $1,200. This will provide a fun social experience.

Option B: Decline the trip and use the $1,200 for other goals. This will provide financial stability.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
GEN_83,social|health|finance,risk_vs_stability,,,,,,,,,,,ok,0,"I am a 26-year-old professional. I recently received an exciting job offer from a company that will require me to move. However, accepting the offer means starting immediately, with a tight turnaround for relocation. I'd need to secure housing within two weeks and begin work immediately.

Option A: Accept the offer and relocate. This involves a $1,500 deposit for the new apartment and a two-week period with no income.

Option B: Decline the offer for now, and continue searching for more local opportunities. I can stay in my current, rent-free living situation.

Which option should I choose? Answer with only 'Option A' or 'Option B'."
